id_cliente,ano_nascimento,nivel_educacao,estado_civil,salario_anual_dolar,criancas_ate_dez_anos,criancas_mais_dez_anos,data_entrada,resposta_campanha,recencia,frequencia,valor_monetario
3867,1947,Pós-graduação,União estável,73059,0,1,2021-08-31,0,1084,22,1095
6940,1966,Pós-graduação,Solteiro,46734,1,2,2021-10-21,0,1315,6,223
55,1963,Ensino Superior,União estável,56253,0,1,2020-12-07,0,1060,16,597
7093,1985,Ensino Superior,Casado,19986,1,0,2021-11-14,0,1159,3,22
5084,1975,Ensino Superior,Viúva/Viúvo,58330,0,1,2021-12-25,0,1021,19,1064
1777,1980,Ensino Médio,Casado,25965,0,0,2020-09-07,0,1799,5,74
8162,1956,Pós-graduação,União estável,14661,0,0,2021-01-01,0,1638,4,26
10826,1959,Ensino Superior,Casado,18690,0,0,2020-12-28,0,1250,3,60
8754,1974,Pós-graduação,União estável,45068,0,1,2021-05-16,0,1473,3,20
1987,1987,Ensino Médio,Solteiro,21063,1,0,2021-09-25,0,1201,5,59
11007,1968,Pós-graduação,Casado,29187,1,0,2021-05-09,0,1502,4,34
7426,1971,Ensino Médio,Casado,54690,1,1,2021-11-07,0,1176,8,198
9153,1964,Pós-graduação,Casado,59304,0,1,2021-07-29,0,1057,17,1048
10379,1962,Pós-graduação,Solteiro,59247,0,2,2021-11-08,0,1050,14,574
9204,1970,Ensino Superior,Viúva/Viúvo,66731,0,1,2020-09-12,0,1239,10,1029
3197,1980,Ensino Superior,Casado,77353,0,1,2021-12-16,0,1029,14,670
2920,1975,Pós-graduação,Solteiro,52614,0,1,2020-12-01,0,1358,10,990
6961,1974,Ensino Superior,Casado,26751,2,0,2022-05-22,0,1128,3,11
4673,1963,Pós-graduação,Casado,81300,0,1,2020-10-30,1,1238,15,1241
9937,1979,Ensino Superior,Solteiro,70337,0,0,2022-01-02,0,1021,14,576
8779,1985,Ensino Médio,Casado,36145,1,0,2021-06-16,1,1321,7,172
9596,1980,Pós-graduação,Solteiro,65295,0,0,2021-12-23,0,1067,16,664
2891,1963,Ensino Superior,Divorciado,68118,0,1,2021-10-18,0,1099,12,928
4910,1967,Ensino Superior,Divorciado,68743,0,0,2020-08-30,0,1179,24,2074
75,1982,Ensino Médio,União estável,41039,0,0,2021-07-25,0,1230,13,467
10120,1955,Ensino Superior,União estável,38946,0,1,2021-10-24,0,1091,9,257
6327,1967,Ensino Superior,União estável,65777,0,0,2021-12-19,0,1060,8,1146
10142,1976,Pós-graduação,Divorciado,66476,0,1,2021-03-07,0,1235,16,689
9826,1972,Pós-graduação,Solteiro,86857,0,0,2020-09-12,1,1264,15,2114
1501,1982,Pós-graduação,Casado,160803,0,0,2020-08-04,0,1898,1,1717
10767,1989,Pós-graduação,União estável,77845,0,0,2022-05-16,0,1034,15,1346
7279,1969,Pós-graduação,União estável,69476,0,0,2021-09-30,0,1237,8,1044
7230,1960,Pós-graduação,Divorciado,50611,0,1,2020-10-04,1,1193,11,493
143,1970,Ensino Superior,Solteiro,61209,0,0,2021-08-25,0,1131,9,957
450,1958,Pós-graduação,União estável,42315,0,1,2021-07-12,0,1321,5,270
9316,1952,Ensino Médio,União estável,13084,0,0,2021-11-02,0,1150,4,29
6379,1949,Pós-graduação,Viúva/Viúvo,47570,1,1,2021-05-29,1,1469,4,121
9239,1961,Pós-graduação,Casado,61923,0,2,2021-07-26,0,1069,6,126
8315,1995,Ensino Superior,Solteiro,34824,0,0,2022-03-26,0,1203,3,23
2868,1949,Pós-graduação,Solteiro,26518,1,1,2021-04-08,1,1327,5,57
10888,1961,Ensino Superior,Solteiro,45938,0,0,2021-11-03,0,1036,14,636
1277,1960,Ensino Superior,União estável,78468,0,0,2022-04-09,0,1019,20,1004
9977,1973,Ensino Superior,Divorciado,78901,0,1,2021-09-17,0,1180,14,734
10196,1978,Ensino Superior,Casado,71427,2,0,2022-03-12,0,1033,16,614
6384,1978,Ensino Superior,Divorciado,71022,0,1,2022-02-11,0,1029,16,1453
8029,1988,Pós-graduação,Solteiro,90247,0,0,2022-04-29,1,1057,10,1621
968,1968,Pós-graduação,Divorciado,41335,1,0,2021-12-26,0,1112,8,187
6988,1986,Ensino Superior,Casado,71952,1,0,2021-01-10,0,1183,16,1443
4472,1970,Pós-graduação,Divorciado,35682,1,0,2022-06-27,0,1053,4,57
6991,1951,Ensino Superior,Divorciado,43185,0,1,2021-04-10,0,1238,15,637
3336,1948,Pós-graduação,União estável,66375,0,1,2021-11-21,0,1053,7,948
4301,1971,Pós-graduação,Casado,35178,1,0,2021-01-10,1,1448,3,59
1940,1986,Ensino Superior,Casado,25252,1,0,2021-07-12,0,1537,3,18
1272,1965,Pós-graduação,Solteiro,55250,0,1,2020-10-21,0,1248,17,903
1388,1975,Ensino Superior,Solteiro,33249,1,0,2021-02-20,0,1249,5,112
1044,1953,Ensino Superior,União estável,58398,0,0,2021-05-14,0,1093,13,596
6969,1982,Ensino Superior,União estável,50272,1,0,2021-08-07,0,1095,9,233
10479,1975,Pós-graduação,Casado,76618,0,0,2020-12-07,0,1458,8,1511
3619,1960,Ensino Médio,Divorciado,87305,0,0,2020-09-23,1,1300,13,1152
1715,1978,Ensino Superior,União estável,25851,1,0,2021-02-11,0,1341,5,48
10159,1970,Ensino Superior,Divorciado,58710,0,1,2021-03-31,0,1130,20,1185
1463,1958,Ensino Superior,Solteiro,45160,1,1,2022-03-29,0,1178,3,21
5114,1965,Pós-graduação,Casado,74806,0,1,2020-12-19,0,1139,10,965
4990,1954,Ensino Superior,Casado,59111,0,0,2021-05-02,0,1235,19,869
4329,1984,Pós-graduação,Casado,18988,1,0,2022-05-23,0,1033,4,16
10936,1965,Ensino Superior,Casado,72190,0,0,2021-02-13,0,1051,9,1947
4692,1976,Ensino Superior,Casado,7500,1,0,2020-08-01,1,1453,6,71
7212,1966,Ensino Superior,Casado,44794,0,1,2022-06-08,0,1133,5,65
6086,1955,Ensino Superior,Casado,80395,0,0,2021-11-23,0,1025,18,1380
437,1976,Pós-graduação,Divorciado,75012,0,0,2022-01-25,0,1021,14,1027
11171,1965,Pós-graduação,Casado,56962,2,1,2021-10-11,0,1121,11,411
11101,1991,Ensino Superior,União estável,89891,0,0,2021-04-15,0,1191,19,836
5329,1949,Pós-graduação,Divorciado,35946,1,1,2021-09-27,0,1159,3,11
610,1953,Pós-graduação,União estável,53593,1,1,2020-08-07,0,1200,13,480
9384,1978,Ensino Superior,Casado,66373,1,1,2021-06-12,0,1114,14,606
5956,1948,Pós-graduação,Divorciado,45072,1,2,2021-10-16,0,1091,10,284
10430,1973,Ensino Superior,Divorciado,89694,1,1,2021-10-09,0,1149,8,1472
7875,1949,Ensino Superior,Casado,72025,0,0,2022-04-29,1,1024,17,1677
7072,1973,Ensino Superior,Casado,67432,0,1,2021-03-29,0,1117,12,1335
6255,1952,Pós-graduação,União estável,70545,0,1,2022-06-03,0,1039,11,334
6516,1989,Ensino Médio,Casado,17487,1,0,2021-03-18,0,1322,3,18
5564,1969,Ensino Superior,União estável,62882,0,1,2020-08-09,0,1370,13,1338
5682,1953,Pós-graduação,Solteiro,64108,0,1,2021-03-23,0,1200,17,1099
7458,1956,Pós-graduação,União estável,34941,1,1,2021-03-06,0,1106,6,97
5237,1950,Pós-graduação,Solteiro,48767,1,2,2022-01-01,0,1035,5,63
7761,1978,Ensino Médio,União estável,38702,1,0,2021-08-01,0,1210,7,109
5278,1964,Ensino Superior,Casado,82224,0,0,2022-01-25,0,1067,11,902
3560,1952,Ensino Superior,União estável,83844,0,0,2021-05-12,0,1109,15,1574
7235,1975,Ensino Médio,Casado,17003,1,0,2021-12-09,0,1069,6,38
10548,1995,Ensino Superior,Solteiro,71163,0,0,2022-03-09,0,1026,15,960
2281,1970,Ensino Superior,Solteiro,33697,1,0,2021-09-15,0,1462,3,28
4073,1954,Ensino Médio,Casado,63564,0,0,2022-01-29,1,1065,17,1215
6974,1972,Pós-graduação,União estável,83443,0,0,2021-12-31,0,1102,11,1497
7938,1958,Pós-graduação,União estável,51518,0,1,2021-10-03,0,1191,13,449
7094,1975,Ensino Superior,Viúva/Viúvo,58330,0,1,2021-12-25,0,1029,19,1064
3667,1969,Ensino Superior,Casado,80952,0,0,2021-02-28,1,1084,19,1757
7723,1979,Ensino Superior,União estável,75507,0,0,2022-05-02,0,1024,14,1440
3870,1978,Ensino Médio,União estável,63855,0,0,2021-02-09,0,1098,20,1006
4012,1972,Pós-graduação,União estável,62220,0,1,2020-08-11,1,1269,12,1226
5909,1964,Ensino Superior,Casado,58512,0,1,2021-09-19,0,1311,11,1171
10470,1979,Pós-graduação,Casado,40662,1,0,2021-03-15,0,1458,5,92
6488,1959,Pós-graduação,Casado,38829,0,1,2022-04-06,0,1048,5,99
10270,1981,Ensino Médio,Casado,35523,1,0,2021-10-03,0,1087,6,66
6887,1967,Ensino Superior,Solteiro,79146,1,1,2022-04-24,0,1032,16,564
6406,1988,Pós-graduação,Casado,78285,0,0,2021-10-28,0,1095,16,1427
7573,1978,Pós-graduação,Solteiro,31626,1,0,2021-05-10,1,1443,4,86
4508,1952,Ensino Superior,Solteiro,75127,0,0,2022-05-22,0,1025,7,833
221,1955,Ensino Superior,Casado,48726,0,1,2021-04-27,0,1274,7,242
5331,1977,Ensino Superior,Casado,74985,0,0,2020-09-11,0,1295,10,1869
1911,1987,Ensino Superior,União estável,67430,0,0,2020-09-05,0,1215,23,1364
20,1965,Ensino Médio,Casado,46891,0,1,2021-09-01,0,1286,6,183
8786,1956,Pós-graduação,Casado,62058,0,1,2021-05-26,0,1237,13,450
10582,1979,Ensino Superior,Casado,72063,0,1,2021-07-03,0,1133,17,758
1915,1951,Pós-graduação,Casado,78939,0,0,2021-12-12,0,1059,14,1507
8897,1965,Ensino Superior,Solteiro,42720,1,1,2021-04-24,1,1088,14,654
2371,1972,Ensino Superior,Casado,33622,1,1,2021-04-13,0,1432,6,81
4303,1957,Pós-graduação,União estável,6835,0,1,2020-12-08,0,1772,1,137
6825,1953,Ensino Superior,União estável,41452,1,1,2021-03-06,0,1212,3,16
1072,1965,Pós-graduação,Solteiro,40760,0,1,2021-08-30,0,1135,5,93
4964,1958,Pós-graduação,União estável,74250,0,0,2022-01-26,0,1054,6,1158
2461,1955,Pós-graduação,Solteiro,51124,1,1,2021-12-18,0,1132,4,43
10736,1971,Ensino Superior,Solteiro,72258,0,1,2021-09-12,0,1058,11,1525
3194,1974,Pós-graduação,Solteiro,71466,0,0,2022-04-05,0,1037,14,1230
10839,1976,Ensino Superior,União estável,36283,1,1,2022-04-14,0,1166,4,29
49,1970,Ensino Superior,Solteiro,20587,1,0,2022-05-11,0,1243,3,25
4290,1972,Ensino Superior,Casado,30467,1,0,2022-03-19,0,1108,3,24
10219,1972,Ensino Superior,União estável,31590,1,0,2021-06-18,0,1258,4,38
4211,1986,Ensino Médio,Casado,20425,1,0,2020-10-29,0,1693,5,57
1135,1960,Pós-graduação,União estável,17144,1,1,2022-02-15,0,1066,7,47
6299,1968,Pós-graduação,Divorciado,42564,0,1,2021-01-02,1,1106,10,813
10846,1978,Pós-graduação,Casado,43783,1,0,2022-05-29,0,1020,15,629
347,1976,Ensino Superior,Divorciado,40780,0,1,2020-09-08,0,1196,12,377
6543,1945,Pós-graduação,União estável,62847,0,0,2021-01-15,0,1150,7,1612
10446,1957,Pós-graduação,Casado,82017,0,0,2020-11-07,1,1145,12,729
3479,1950,Ensino Superior,Solteiro,16813,0,0,2021-07-19,0,1220,5,50
11075,1978,Ensino Superior,Casado,51267,1,1,2021-10-29,0,1223,8,270
4442,1961,Ensino Superior,Solteiro,46524,0,1,2021-04-05,0,1213,6,177
199,1962,Pós-graduação,Solteiro,45183,0,0,2021-01-20,0,1112,11,315
6722,1954,Pós-graduação,Casado,70421,0,1,2022-06-28,0,1032,17,767
796,1965,Ensino Médio,Divorciado,60161,0,1,2020-10-23,0,1152,19,1071
3749,1973,Ensino Superior,União estável,73926,0,0,2021-03-02,0,1043,18,1580
8523,1968,Ensino Superior,Casado,19329,1,0,2021-12-14,0,1087,7,60
310,1970,Pós-graduação,Casado,61872,0,1,2021-12-13,0,1130,13,573
8629,1956,Ensino Superior,Viúva/Viúvo,46984,1,1,2021-03-26,0,1559,4,41
236,1951,Ensino Superior,Casado,34838,1,1,2021-01-19,0,1504,6,170
9930,1944,Pós-graduação,Solteiro,82716,0,0,2021-11-05,0,1056,19,1167
3483,1958,Ensino Superior,Casado,48192,0,0,2021-04-06,1,1207,14,1526
4599,1976,Pós-graduação,Casado,49681,0,2,2021-11-04,0,1138,14,458
7326,1971,Pós-graduação,Casado,56850,0,1,2022-03-23,0,1166,4,63
7352,1957,Ensino Superior,Casado,55267,0,1,2021-10-21,0,1115,9,405
2350,1972,Ensino Superior,Casado,59666,1,1,2021-03-22,0,1207,11,1027
9145,1972,Ensino Superior,Solteiro,72504,0,1,2021-04-06,0,1135,11,1478
2964,1981,Ensino Superior,Casado,26872,0,0,2021-10-16,0,1187,3,72
5585,1972,Ensino Superior,Solteiro,21359,1,0,2021-04-20,1,1513,5,48
9687,1975,Ensino Superior,Solteiro,73170,0,0,2022-05-31,0,1058,11,726
3732,1955,Pós-graduação,Casado,52750,0,1,2021-02-04,0,1211,14,860
6303,1986,Pós-graduação,União estável,91820,0,0,2021-11-23,0,1033,17,1497
11176,1970,Pós-graduação,União estável,65968,0,1,2022-05-12,0,1134,12,495
2986,1976,Ensino Superior,Casado,30772,1,1,2022-03-12,0,1101,3,20
7462,1954,Ensino Superior,Solteiro,22507,0,0,2020-11-24,0,1162,14,570
3900,1972,Ensino Superior,Casado,65685,0,1,2022-03-29,0,1039,18,769
7034,1978,Ensino Médio,Casado,25804,1,0,2021-09-01,0,1137,5,55
9493,1980,Pós-graduação,Solteiro,76412,0,0,2021-05-05,1,1149,13,1808
1143,1972,Ensino Superior,Casado,22063,1,0,2021-08-08,0,1098,5,55
1,1961,Ensino Superior,Solteiro,57091,0,0,2022-06-15,1,1029,14,577
3855,1963,Ensino Superior,Casado,22419,0,0,2021-04-18,0,1174,5,162
5536,1959,Ensino Superior,União estável,87771,0,1,2021-05-22,1,1107,9,1957
5989,1959,Ensino Médio,Divorciado,78353,0,1,2021-04-16,0,1165,21,1576
9499,1954,Ensino Superior,Casado,93404,1,2,2021-05-07,0,1121,10,1616
6768,1962,Ensino Superior,Divorciado,37859,1,2,2021-01-12,0,1519,4,36
2150,1958,Pós-graduação,Viúva/Viúvo,80995,0,1,2021-05-11,0,1080,12,1482
6646,1984,Ensino Superior,União estável,16529,1,0,2022-03-01,0,1039,4,22
4887,1976,Pós-graduação,Divorciado,55412,1,1,2021-11-22,0,1226,5,63
8560,1992,Ensino Superior,Solteiro,48789,0,0,2020-09-10,0,1109,13,680
3321,1967,Pós-graduação,União estável,56575,0,2,2021-05-05,0,1158,14,542
11003,1980,Ensino Médio,União estável,25130,1,0,2021-10-02,0,1317,5,50
10402,1967,Ensino Superior,Casado,35441,1,1,2021-02-14,0,1402,4,39
9904,1956,Ensino Superior,Casado,71391,0,1,2021-03-29,0,1165,18,1043
6141,1972,Pós-graduação,Solteiro,49494,1,0,2021-04-25,0,1053,11,385
5687,1980,Ensino Superior,Divorciado,81702,0,0,2020-09-23,0,1019,19,1633
10856,1980,Ensino Médio,Solteiro,45889,0,1,2021-07-02,0,1368,4,46
5121,1977,Ensino Superior,Solteiro,56628,0,1,2022-03-21,0,1023,12,761
4186,1950,Ensino Superior,União estável,34026,1,1,2021-08-05,0,1196,5,76
368,1974,Ensino Superior,Casado,40049,0,1,2020-11-29,0,1276,9,290
3312,1988,Ensino Superior,Solteiro,34176,1,0,2022-05-12,0,1044,7,89
11121,1981,Ensino Superior,Casado,19419,1,0,2020-11-10,0,1066,7,70
5332,1960,Ensino Médio,Casado,82504,0,0,2021-07-27,0,1285,10,1066
5848,1970,Ensino Superior,União estável,81205,0,0,2022-01-13,1,1068,12,2009
10343,1991,Ensino Médio,Solteiro,61618,0,0,2020-09-29,0,1291,11,1345
5935,1956,Pós-graduação,Solteiro,55284,0,1,2020-12-24,0,1222,15,764
2895,1963,Ensino Superior,Solteiro,49980,0,1,2021-10-23,0,1237,8,195
10262,1980,Ensino Superior,Casado,15072,2,0,2021-05-10,0,1208,6,53
7848,1974,Ensino Superior,Solteiro,49166,0,1,2021-06-13,0,1110,8,368
9477,1954,Pós-graduação,Casado,65324,0,1,2022-01-11,0,1056,15,544
4856,1957,Ensino Médio,Casado,82347,0,0,2020-11-06,0,1135,17,1853
7186,1966,Pós-graduação,União estável,30843,1,1,2022-05-26,0,1051,3,35
5794,1974,Pós-graduação,Casado,46374,0,1,2022-03-17,1,1037,14,446
1456,1979,Ensino Superior,Solteiro,60474,0,1,2021-04-01,0,1075,22,1180
4877,1973,Pós-graduação,Casado,38576,0,1,2022-03-04,0,1034,4,41
425,1985,Ensino Superior,Casado,55357,2,0,2021-02-19,0,1124,17,727
3007,1966,Ensino Superior,União estável,37758,1,1,2020-10-04,0,1182,4,40
1031,1989,Ensino Médio,Casado,85710,0,0,2021-05-05,0,1230,16,1062
4297,1969,Ensino Superior,União estável,23228,1,0,2022-01-26,0,1090,5,40
807,1969,Pós-graduação,União estável,44602,1,1,2022-02-15,0,1050,10,292
9553,1987,Ensino Superior,Casado,7500,0,0,2021-01-09,0,1527,3,15
4271,1989,Ensino Médio,União estável,38683,1,0,2020-10-04,0,1196,10,341
4120,1975,Ensino Médio,Solteiro,49514,1,0,2021-12-17,0,1039,10,369
2036,1973,Pós-graduação,União estável,57906,0,1,2021-06-11,0,1080,12,401
115,1966,Pós-graduação,Solteiro,43456,0,1,2021-03-26,0,1156,13,393
4259,1986,Pós-graduação,Solteiro,19485,2,0,2021-09-24,0,1437,3,10
8687,1978,Ensino Superior,União estável,53172,0,1,2021-05-06,0,1333,10,486
2447,1979,Ensino Superior,União estável,30545,1,0,2020-10-17,0,1373,5,69
10140,1983,Pós-graduação,União estável,70123,0,0,2021-09-28,0,1197,9,1727
9353,1959,Ensino Superior,Solteiro,62450,0,1,2022-01-06,0,1023,9,995
3623,1976,Ensino Superior,União estável,21675,1,0,2022-06-11,0,1165,7,45
738,1981,Ensino Médio,Solteiro,42395,1,1,2022-04-04,0,1021,7,182
7631,1978,Pós-graduação,União estável,61346,1,0,2021-10-06,0,1182,15,989
4789,1953,Ensino Superior,União estável,80812,0,0,2021-09-17,0,1070,9,1677
773,1971,Pós-graduação,Divorciado,42835,1,1,2021-06-30,0,1081,10,595
10602,1983,Ensino Superior,Casado,39922,1,0,2021-02-14,0,1400,7,156
1446,1956,Pós-graduação,Solteiro,86424,0,0,2022-04-05,0,1036,18,1226
3270,1978,Ensino Médio,União estável,17117,1,0,2021-01-17,0,1021,6,128
8443,1972,Ensino Superior,Solteiro,24762,1,0,2022-02-10,1,1101,5,86
9653,1975,Ensino Superior,Casado,35797,0,1,2020-10-16,0,1198,5,68
8916,1975,Ensino Superior,Divorciado,36627,2,0,2021-07-23,0,1382,3,16
8017,1981,Ensino Médio,Casado,51111,1,1,2022-06-19,0,1108,5,55
5830,1972,Pós-graduação,Solteiro,86857,0,0,2020-09-12,1,1345,15,2114
4597,1970,Pós-graduação,União estável,82072,0,0,2021-07-02,0,1134,16,2018
7023,1953,Pós-graduação,Solteiro,46231,2,1,2020-11-26,0,1379,10,263
8086,1959,Ensino Superior,Casado,42243,1,1,2021-12-11,0,1142,5,55
8825,1962,Ensino Superior,União estável,51195,1,1,2021-04-01,0,1150,14,564
2930,1978,Pós-graduação,Solteiro,68092,0,0,2021-12-16,0,1028,12,1281
1928,1973,Ensino Superior,Casado,31814,1,0,2021-02-09,0,1100,5,83
7108,1965,Pós-graduação,Viúva/Viúvo,51390,1,1,2020-09-08,0,1200,10,353
10925,1983,Ensino Superior,Casado,76630,0,0,2022-01-14,0,1025,14,1003
9960,1991,Ensino Médio,Solteiro,26868,1,0,2022-04-30,0,1230,3,14
8800,1943,Pós-graduação,Divorciado,48948,0,0,2021-02-01,1,1093,12,902
9224,1972,Pós-graduação,Solteiro,55260,0,1,2020-12-12,0,1130,13,1139
5519,1956,Ensino Superior,União estável,64090,0,1,2021-08-07,1,1075,10,797
5046,1958,Ensino Superior,Divorciado,78331,0,1,2022-01-23,0,1045,17,1638
7037,1974,Pós-graduação,Casado,37087,1,0,2021-08-11,0,1169,12,401
905,1986,Ensino Superior,Divorciado,21846,1,0,2021-10-22,0,1106,7,84
8624,1958,Ensino Superior,Casado,81320,0,0,2021-02-06,0,1084,14,928
8945,1970,Ensino Superior,Divorciado,54137,0,1,2021-08-16,0,1213,8,203
6445,1967,Ensino Superior,União estável,66825,0,0,2021-07-14,0,1068,10,858
2727,1973,Ensino Superior,União estável,57100,0,0,2021-12-04,0,1032,9,409
6404,1969,Ensino Superior,União estável,58917,1,2,2021-03-24,0,1120,10,282
11074,1977,Ensino Superior,Solteiro,85072,0,0,2022-04-09,0,1027,13,1423
10150,1961,Ensino Superior,Solteiro,86429,0,0,2021-11-21,1,1041,14,1449
1968,1971,Ensino Superior,Viúva/Viúvo,45684,1,0,2021-12-02,0,1141,3,28
6534,1974,Ensino Superior,União estável,47889,1,0,2022-01-04,0,1042,5,67
9485,1986,Pós-graduação,Casado,45921,0,0,2022-03-10,0,1077,8,199
7053,1966,Pós-graduação,Solteiro,78420,0,0,2021-06-29,0,1032,11,1453
4654,1992,Ensino Superior,União estável,75114,0,0,2021-11-07,0,1199,8,1253
9760,1963,Pós-graduação,Viúva/Viúvo,52278,0,1,2021-01-25,1,1147,20,1198
1048,1972,Pós-graduação,Casado,35641,1,0,2021-07-14,1,1152,7,178
10619,1994,Ensino Superior,Solteiro,95529,0,0,2020-12-03,1,1413,14,1990
9308,1954,Ensino Superior,Casado,62820,0,0,2021-05-11,0,1200,9,976
10505,1960,Pós-graduação,União estável,73113,0,0,2021-12-26,0,1037,10,1001
8362,1982,Pós-graduação,Casado,84169,0,0,2021-08-07,1,1185,13,1919
2625,1954,Ensino Médio,Solteiro,42607,0,1,2021-11-17,0,1033,10,350
4637,1954,Pós-graduação,Solteiro,74637,0,0,2021-05-18,0,1173,15,1650
9972,1955,Pós-graduação,União estável,46015,1,1,2022-04-13,0,1121,4,46
4483,1993,Ensino Superior,Solteiro,72354,0,0,2021-04-17,0,1274,8,1228
4487,1969,Pós-graduação,Solteiro,39858,1,0,2021-01-24,1,1221,6,95
4988,1948,Pós-graduação,Casado,34469,1,1,2022-05-04,0,1022,5,62
8931,1986,Ensino Superior,União estável,83033,1,0,2022-05-18,0,1032,21,1761
5871,1979,Pós-graduação,União estável,24401,0,0,2020-08-31,0,1135,12,467
2008,1978,Ensino Superior,Casado,77583,0,0,2022-02-10,0,1033,13,1149
3139,1982,Ensino Médio,Solteiro,74116,0,0,2021-12-30,0,1068,14,2052
10037,1993,Ensino Superior,Solteiro,74293,0,0,2022-05-04,0,1046,11,1127
10673,1976,Pós-graduação,Casado,68397,0,1,2021-11-17,0,1056,11,1416
5303,1974,Pós-graduação,União estável,79632,0,0,2022-04-08,0,1033,15,1113
538,1989,Ensino Superior,Solteiro,46107,1,0,2022-02-10,0,1194,5,125
7922,1951,Pós-graduação,Solteiro,64950,0,1,2020-08-12,0,1235,21,966
5692,1989,Ensino Médio,Casado,25443,1,0,2020-12-22,0,1447,4,32
4843,1952,Ensino Superior,Solteiro,75127,0,0,2022-05-22,0,1025,7,833
6383,1971,Pós-graduação,União estável,32892,1,0,2022-05-25,0,1069,6,46
1628,1971,Ensino Superior,União estável,71796,0,0,2021-10-24,0,1172,13,960
1204,1970,Pós-graduação,Casado,67536,0,1,2021-05-22,0,1088,22,1829
3673,1971,Ensino Superior,Solteiro,55239,0,1,2021-07-14,0,1123,18,779
760,1975,Pós-graduação,Divorciado,60554,1,0,2021-08-09,0,1176,17,811
8957,1952,Ensino Médio,Solteiro,64831,1,1,2021-06-10,0,1236,11,1120
4128,1962,Pós-graduação,União estável,56067,0,1,2021-07-20,0,1109,14,725
6810,1983,Ensino Superior,Divorciado,82025,0,0,2021-05-28,1,1282,9,1187
5386,1953,Ensino Superior,União estável,94384,0,0,2021-03-04,1,1059,10,2302
8700,1986,Ensino Médio,Solteiro,14906,0,0,2020-12-22,0,1513,5,66
3202,1987,Pós-graduação,Casado,51563,0,0,2020-10-01,0,1383,14,1250
1328,1982,Ensino Médio,Casado,57937,0,1,2022-02-16,0,1025,13,683
8405,1979,Ensino Superior,Divorciado,68274,1,1,2021-09-30,0,1162,9,305
6515,1977,Ensino Superior,União estável,39771,1,0,2021-12-06,0,1041,5,50
2882,1975,Ensino Médio,Divorciado,67893,0,1,2020-10-01,0,1092,12,995
7574,1979,Pós-graduação,União estável,27922,1,0,2022-05-10,0,1024,5,41
6387,1976,Pós-graduação,União estável,52190,1,1,2022-05-08,0,1061,5,77
5320,1973,Pós-graduação,Divorciado,44051,1,1,2021-01-29,1,1069,7,171
5048,1971,Pós-graduação,Solteiro,42767,2,0,2021-05-11,0,1350,5,131
8146,1976,Pós-graduação,União estável,46106,1,1,2022-05-11,0,1027,3,54
10031,1976,Pós-graduação,Casado,16927,1,1,2021-02-10,0,1409,7,53
5748,1965,Ensino Superior,Casado,59754,0,1,2020-12-01,1,1063,11,475
2134,1952,Ensino Superior,Solteiro,53700,0,1,2020-08-17,0,1359,13,694
1523,1973,Ensino Superior,Casado,59041,1,1,2022-05-07,0,1020,6,96
9665,1957,Pós-graduação,Divorciado,54237,0,1,2021-04-27,0,1314,10,361
4640,1967,Ensino Superior,Divorciado,70647,0,1,2020-09-21,0,1166,17,1079
3635,1962,Pós-graduação,Solteiro,52597,0,1,2022-05-07,0,1021,14,578
3547,1969,Pós-graduação,União estável,41021,1,0,2020-12-30,1,1367,5,64
2456,1975,Pós-graduação,Casado,40233,0,1,2021-10-14,0,1146,7,149
5633,1980,Ensino Superior,Casado,50183,1,1,2022-06-25,0,1037,9,231
7801,1959,Ensino Superior,União estável,54753,0,1,2021-09-12,0,1060,16,728
10489,1973,Ensino Superior,Casado,92955,0,0,2021-08-19,1,1183,15,1778
7011,1973,Ensino Superior,Casado,33471,1,0,2020-10-12,0,1137,7,93
2620,1974,Pós-graduação,Casado,34596,1,0,2021-04-13,1,1635,3,23
3933,1980,Ensino Superior,União estável,44010,1,0,2020-10-13,0,1129,16,662
10981,1988,Ensino Superior,Casado,84219,0,0,2022-02-02,0,1057,13,1198
1734,1968,Pós-graduação,União estável,40706,2,1,2021-01-17,0,1345,7,81
10995,1988,Ensino Médio,Casado,15716,1,0,2020-11-12,0,1283,7,92
6357,1959,Ensino Médio,Divorciado,59052,0,1,2021-11-17,0,1063,14,491
9209,1971,Pós-graduação,União estável,80573,0,0,2020-10-14,0,1447,17,1564
10286,1962,Ensino Superior,Casado,83715,0,0,2022-02-03,0,1042,15,926
2611,1959,Pós-graduação,União estável,82576,0,0,2020-08-01,0,1254,14,1910
1600,1965,Pós-graduação,Casado,56962,2,1,2021-10-11,0,1141,11,411
3308,1952,Ensino Superior,Casado,35704,1,1,2022-01-03,0,1087,6,94
5407,1954,Ensino Superior,União estável,53103,0,1,2021-09-12,0,1169,17,1085
2166,1960,Ensino Médio,Viúva/Viúvo,46779,1,1,2021-07-12,0,1523,2,23
3955,1965,Ensino Superior,Divorciado,4861,0,0,2022-06-22,0,,,
6634,1979,Pós-graduação,Divorciado,33462,1,0,2021-08-07,0,1228,5,54
3056,1978,Ensino Superior,Divorciado,63693,0,1,2021-10-14,0,1097,20,1150
5718,1950,Ensino Superior,Casado,80763,0,0,2021-08-15,1,1069,11,1415
6872,1974,Pós-graduação,Casado,65352,0,1,2021-08-21,0,1225,12,405
8164,1978,Pós-graduação,Casado,82170,0,0,2021-11-25,0,1028,12,1908
